Store,Monthly_Sales,Avg_Temperature,Year_Month
5,353221.27,59.980000000000004,2010-11
5,365858.806,51.198,2010-12
5,275346.425,43.9875,2011-01
5,323121.4625,50.525,2011-02
5,307260.4825,62.7775,2011-03
5,313054.15,70.45,2011-04
5,302649.6775,73.78999999999999,2011-05
5,310465.38,84.755,2011-06
5,297765.86799999996,87.49600000000001,2011-07
5,305401.6825,89.94,2011-08
5,299725.164,82.428,2011-09
5,302083.37,70.0425,2011-10
5,370350.8425,60.92,2011-11
5,386275.36,49.126,2011-12
5,296757.8575,52.0875,2012-01
5,337959.0825,52.980000000000004,2012-02
5,339702.61399999994,62.82000000000001,2012-03
5,352430.1325,69.3125,2012-04
5,343246.8375,74.8075,2012-05
5,336731.162,82.006,2012-06
5,321362.6375,82.31,2012-07
5,322088.484,85.018,2012-08
5,316974.505,78.0925,2012-09
5,325325.655,69.57,2012-10
6,1564752.56,42.92,2010-02
6,1581265.6175,54.685,2010-03
6,1599175.6460000002,65.958,2010-04
6,1580097.135,75.58,2010-05
6,1715240.6400000001,82.33500000000001,2010-06
6,1625553.148,82.058,2010-07
6,1542898.2975,86.6275,2010-08
6,1379820.0875,79.8,2010-09
6,1350281.588,69.238,2010-10
6,1696818.115,60.197500000000005,2010-11
6,1958739.7940000002,51.44199999999999,2010-12
6,1301231.0274999999,44.332499999999996,2011-01
6,1499159.3275,50.61,2011-02
6,1530239.165,63.515,2011-03
6,1512255.324,71.056,2011-04
6,1466150.04,73.80250000000001,2011-05
6,1617416.5425,85.27250000000001,2011-06
6,1588244.628,88.514,2011-07
6,1500132.35,90.32,2011-08
6,1392039.516,83.474,2011-09
6,1426406.92,70.845,2011-10
6,1708449.635,61.635,2011-11
6,1973865.116,48.868,2011-12
6,1345362.31,52.1175,2012-01
6,1553678.375,53.557500000000005,2012-02
6,1574355.444,62.525999999999996,2012-03
6,1592204.995,70.7575,2012-04
6,1544491.4625,74.82249999999999,2012-05
6,1657424.818,82.30799999999999,2012-06
6,1638023.1949999998,82.6425,2012-07
6,1567448.0960000001,84.946,2012-08
6,1444494.745,77.8425,2012-09
6,1461471.22,69.5725,2012-10
7,505918.535,22.155,2010-02
7,515263.37,28.869999999999997,2010-03
7,446008.68799999997,39.2,2010-04
7,401514.41000000003,45.58,2010-05
7,510655.7625,57.465,2010-06
7,579995.566,62.44199999999999,2010-07
7,594675.495,59.7475,2010-08
7,511487.9325,48.6125,2010-09
7,466110.61,40.32000000000001,2010-10
7,576453.5875,28.7675,2010-11
7,728725.492,21.332,2010-12
7,560865.1174999999,14.23,2011-01
7,559252.3025,10.735000000000001,2011-02
7,576104.6224999999,23.98,2011-03
7,462873.31799999997,28.377999999999997,2011-04
7,425748.59249999997,34.205,2011-05
7,603607.6599999999,48.6775,2011-06
7,690062.588,56.974000000000004,2011-07
7,660303.495,56.0325,2011-08
7,557899.398,46.738,2011-09
7,528464.125,34.9025,2011-10
7,652363.5075000001,25.017500000000002,2011-11
7,768325.262,14.9,2011-12
7,606508.4875,20.11,2012-01
7,591965.8525,23.1075,2012-02
7,599749.97,33.816,2012-03
7,516003.505,44.1275,2012-04
7,481691.0925,48.4825,2012-05
7,660016.176,61.998000000000005,2012-06
7,718126.1475,64.08749999999999,2012-07
7,638979.608,60.926,2012-08
7,548846.19,53.4775,2012-09
7,505315.65,43.85,2012-10
8,952622.7424999999,36.1225,2010-02
8,838572.5575,47.2925,2010-03
8,868512.97,59.839999999999996,2010-04
8,869133.3925,66.1925,2010-05
8,889475.735,79.6225,2010-06
8,823813.012,75.814,2010-07
8,880203.05,78.69,2010-08
8,835223.6499999999,74.5025,2010-09
8,833635.642,63.004,2010-10
8,996526.63,51.394999999999996,2010-11
8,1105527.138,43.498000000000005,2010-12
8,821909.1950000001,37.1775,2011-01
8,980791.99,38.667500000000004,2011-02
8,890477.805,54.685,2011-03
8,905870.9539999999,61.286,2011-04
8,882802.5125,67.64,2011-05
8,903365.305,83.2325,2011-06
8,846511.6900000001,85.402,2011-07
8,889199.7975,84.7025,2011-08
8,845242.142,72.75800000000001,2011-09
8,893965.4025000001,61.545,2011-10
8,999274.895,50.3925,2011-11
8,1095502.924,37.122,2011-12
8,820477.085,43.065,2012-01
8,993445.385,41.2775,2012-02
8,922743.4800000001,55.352,2012-03
8,927135.6875,65.325,2012-04
8,916610.1074999999,69.7975,2012-05
8,908929.5539999999,78.61,2012-06
8,888438.775,80.33749999999999,2012-07
8,927389.398,79.822,2012-08
8,889562.6525,71.535,2012-09
8,923982.3,61.0425,2012-10
9,521821.05000000005,40.495,2010-02
9,493033.7125,52.285,2010-03
9,508152.388,64.716,2010-04
9,520834.97,71.9325,2010-05
9,532778.5725,82.85249999999999,2010-06
9,483920.77800000005,80.862,2010-07
9,502707.1175,86.0625,2010-08
9,478059.5175,79.6275,2010-09
9,486131.09,67.24199999999999,2010-10
9,581652.62,57.605000000000004,2010-11
9,642929.6479999999,48.508,2010-12
9,466662.91000000003,41.7175,2011-01
9,555996.015,45.865,2011-02
9,518128.5475,62.0075,2011-03
9,538547.33,68.524,2011-04
9,539119.51,72.6925,2011-05
9,558624.42,86.875,2011-06
9,509756.22400000005,89.762,2011-07
9,539661.8575,89.475,2011-08
9,517802.608,79.16,2011-09
9,547238.835,67.3275,2011-10
9,637399.24,56.465,2011-11
9,680822.7,43.928,2011-12
9,489282.88,47.730000000000004,2012-01
9,595561.9625,48.985,2012-02
9,574120.8979999999,59.565999999999995,2012-03
9,587414.9675,69.7825,2012-04
9,574387.8275,74.7825,2012-05
9,567544.786,81.922,2012-06
9,531317.6425,84.08500000000001,2012-07
9,551504.282,84.774,2012-08
9,534839.395,77.05,2012-09
9,564240.2625,66.0575,2012-10
10,2122321.2025,53.822500000000005,2010-02
10,1942210.935,57.44,2010-03
10,1925235.8400000003,66.974,2010-04
10,1870430.08,74.9825,2010-05
10,1841184.135,86.57499999999999,2010-06
10,1821615.954,89.838,2010-07
10,1905747.1925,87.3425,2010-08
10,1714663.5525,84.7775,2010-09
10,1720695.652,75.08200000000001,2010-10
10,2154309.265,61.61,2010-11
10,2586199.906,55.512,2010-12
10,1704609.68,50.7975,2011-01
10,2039596.3699999999,52.9375,2011-02
10,1898001.375,63.4575,2011-03
10,1871739.7219999998,70.20599999999999,2011-04
10,1754568.455,74.71000000000001,2011-05
10,1765505.47,86.2725,2011-06
10,1749266.094,89.056,2011-07
10,1871736.5899999999,88.6,2011-08
10,1678735.8620000002,84.588,2011-09
10,1752675.5375,73.995,2011-10
10,2200073.98,60.875,2011-11
10,2494223.304,49.536,2011-12
10,1675733.3625,54.7375,2012-01
10,2073531.0775,55.68,2012-02
10,1898377.378,60.367999999999995,2012-03
10,1907056.4425,71.0325,2012-04
10,1809950.3875,81.0675,2012-05
10,1776468.3699999999,87.358,2012-06
10,1814785.5975,86.275,2012-07
10,1812588.8239999998,86.768,2012-08
10,1678793.0625,81.4975,2012-09
10,1738011.09,75.03,2012-10
11,1485599.0175,48.785,2010-02
11,1342084.27,59.415,2010-03
11,1352659.074,68.60799999999999,2010-04
11,1278761.2625,77.4675,2010-05
11,1333610.26,82.775,2010-06
11,1273587.014,83.766,2010-07
11,1373857.365,87.72500000000001,2010-08
11,1230280.5725,81.8175,2010-09
11,1203166.862,72.41799999999999,2010-10
11,1416005.9525000001,64.17,2010-11
11,1653455.736,55.644000000000005,2010-12
11,1165387.525,50.58,2011-01
11,1430132.365,55.504999999999995,2011-02
11,1333901.3075,68.425,2011-03
11,1328937.8800000001,75.518,2011-04
11,1266439.08,78.725,2011-05
11,1312589.5825,86.49000000000001,2011-06
11,1280432.372,87.832,2011-07
11,1386565.9649999999,89.735,2011-08
11,1248867.8699999999,85.6,2011-09
11,1317112.9125,74.025,2011-10
11,1497096.545,65.38250000000001,2011-11
11,1679098.23,54.072,2011-12
11,1229650.32,55.582499999999996,2012-01
11,1475025.2275,56.5875,2012-02
11,1378869.624,65.13,2012-03
11,1405168.075,73.075,2012-04
11,1330044.1175000002,76.29249999999999,2012-05
11,1369304.636,83.97200000000001,2012-06
11,1349562.07,83.435,2012-07
11,1398402.0,86.10799999999999,2012-08
11,1281455.79,79.02250000000001,2012-09
11,1291890.495,72.83500000000001,2012-10
12,1090487.13,50.599999999999994,2010-02
12,1004079.1625,55.8775,2010-03
12,991822.47,63.194,2010-04
12,980780.24,70.6575,2010-05
12,994903.99,85.14,2010-06
12,927563.6540000001,95.012,2010-07
12,962201.2875,91.49000000000001,2010-08
12,920919.8825000001,82.7425,2010-09
12,888973.9879999999,72.392,2010-10
12,1092009.265,57.28,2010-11
12,1229411.8939999999,48.754000000000005,2010-12
12,849336.65,46.265,2011-01
12,1076794.6400000001,49.56,2011-02
12,1011632.54,57.019999999999996,2011-03
12,1001152.576,65.224,2011-04
12,971663.87,70.64750000000001,2011-05
12,987763.5775,81.58,2011-06
12,930898.3379999999,90.462,2011-07
12,982259.2275,92.0,2011-08
12,920457.288,84.846,2011-09
12,952093.9075,69.5525,2011-10
12,1177399.52,53.995000000000005,2011-11
12,1256736.766,45.6,2011-12
12,888854.46,48.7825,2012-01
12,1152545.5925,51.945,2012-02
12,1084029.228,58.374,2012-03
12,1055829.06,68.2625,2012-04
12,1031857.2925,80.4125,2012-05
12,1002328.634,86.192,2012-06
12,958432.4475,90.935,2012-07
12,1011681.026,90.80799999999999,2012-08
12,911047.3625,84.0875,2012-09
12,962596.605,71.99,2012-10
13,1946569.7375,32.5925,2010-02
13,1885639.56,40.56,2010-03
13,1911123.61,47.1,2010-04
13,1906692.09,51.3475,2010-05
13,2008590.435,63.832499999999996,2010-06
13,1909325.618,77.83,2010-07
13,1938097.475,76.955,2010-08
13,1794982.8375,66.6275,2010-09
13,1834756.8539999998,57.58,2010-10
13,2121681.5625,40.6825,2010-11
13,2517538.05,31.895999999999997,2010-12
13,1707675.2975,25.995,2011-01
13,1907010.005,32.05,2011-02
13,1851845.6175,40.644999999999996,2011-03
13,1944519.436,43.672000000000004,2011-04
13,1918124.3599999999,51.7225,2011-05
13,2007251.855,60.97,2011-06
13,1978884.696,76.66,2011-07
13,2043039.675,77.43,2011-08
13,1886573.52,69.322,2011-09
13,1979792.4275,53.6075,2011-10
13,2257100.9375,39.2125,2011-11
13,2560052.874,28.580000000000002,2011-12
13,1801576.18,31.61,2012-01
13,2035327.6,34.2675,2012-02
13,1967035.094,44.826,2012-03
13,2063765.8475,53.8975,2012-04
13,2063002.16,59.61,2012-05
13,2100427.022,70.074,2012-06
13,2038812.7975,79.755,2012-07
13,2062850.2,79.926,2012-08
13,1987939.2775,67.99,2012-09
13,2023549.4975,53.980000000000004,2012-10
14,2156959.2800000003,30.3,2010-02
14,2127548.845,46.519999999999996,2010-03
14,2219340.086,54.818000000000005,2010-04
14,2208806.7275,64.225,2010-05
14,2276999.2525,74.395,2010-06
14,2160056.698,79.628,2010-07
14,2087567.1725,75.745,2010-08
14,2051940.6,71.095,2010-09
14,1960183.784,60.025999999999996,2010-10
14,2265194.705,46.99,2010-11
14,2612854.642,32.448,2010-12
14,1730187.3125,28.425,2011-01
14,1967759.3625,33.8775,2011-02
14,1946065.7325,43.019999999999996,2011-03
14,2013789.864,51.778,2011-04
14,2035148.0675,62.6425,2011-05
14,2090988.0825,73.60749999999999,2011-06
14,1968941.1800000002,78.728,2011-07
14,2041284.78,75.1875,2011-08
14,1899963.4379999998,69.138,2011-09
14,2008879.5550000002,57.755,2011-10
14,2227575.9725,47.905,2011-11
14,2498248.566,43.35,2011-12
14,1734967.205,36.71,2012-01
14,1962564.4375,39.917500000000004,2012-02
14,1937273.1039999998,49.424,2012-03
14,1987162.085,54.4725,2012-04
14,1974997.03,62.489999999999995,2012-05
14,1861379.7899999998,72.03,2012-06
14,1609829.03,79.7625,2012-07
14,1640214.662,75.72999999999999,2012-08
14,1636792.805,68.4425,2012-09
14,1655452.5275,58.67,2012-10
15,640072.8724999999,24.81,2010-02
15,598830.295,39.35,2010-03
15,641634.7679999999,49.660000000000004,2010-04
15,654276.265,59.9975,2010-05
15,659263.3375,67.4125,2010-06
15,650363.182,72.306,2010-07
15,637242.4775,70.25999999999999,2010-08
15,603091.4375,64.0,2010-09
15,586851.646,52.806,2010-10
15,740211.7775,41.182500000000005,2010-11
15,899465.2960000001,27.375999999999998,2010-12
15,489373.9,22.8775,2011-01
15,584243.1975,24.065,2011-02
15,547338.26,33.8225,2011-03
15,590740.1780000001,43.348,2011-04
15,622785.18,57.5,2011-05
15,658649.95,68.38,2011-06
15,623777.7320000001,73.776,2011-07
15,600924.9325,70.965,2011-08
15,573734.74,64.238,2011-09
15,577382.85,52.4375,2011-10
15,724601.5525,44.5375,2011-11
15,824032.4720000001,37.212,2011-12
15,482259.6375,29.689999999999998,2012-01
15,577922.4375,32.6625,2012-02
15,556010.7339999999,43.839999999999996,2012-03
15,570179.6699999999,44.8925,2012-04
15,612809.9325,58.019999999999996,2012-05
15,644656.932,67.57000000000001,2012-06
15,608230.075,74.1175,2012-07
15,595465.508,71.162,2012-08
15,550458.2975,63.63,2012-09
15,559856.16,54.332499999999996,2012-10
16,465641.1125,19.9775,2010-02
16,469265.035,29.9725,2010-03
16,420936.392,39.748000000000005,2010-04
16,429929.6575,44.5275,2010-05
16,534646.9825,57.79,2010-06
16,592491.258,67.058,2010-07
16,558305.475,65.145,2010-08
16,528246.575,57.5,2010-09
16,479056.09,48.058,2010-10
16,502752.5575,31.175,2010-11
16,662212.862,26.766000000000002,2010-12
16,488797.9175,19.8125,2011-01
16,478112.8675,20.4975,2011-02
16,476246.64749999996,32.56,2011-03
16,414717.632,37.378,2011-04
16,428582.01,42.7625,2011-05
16,570670.9075,55.64,2011-06
16,598870.832,65.19,2011-07
16,567202.0575,66.8475,2011-08
16,529888.252,56.422000000000004,2011-09
16,511797.59,44.46,2011-10
16,554254.325,31.5275,2011-11
16,680265.324,21.894,2011-12
16,500356.775,25.8775,2012-01
16,484865.46499999997,26.655,2012-02
16,491918.15199999994,35.314,2012-03
16,447021.2975,49.515,2012-04
16,479591.545,54.7525,2012-05
16,571576.922,67.49600000000001,2012-06
16,578851.0,69.55250000000001,2012-07
16,552584.722,65.306,2012-08
16,510803.5075,56.165,2012-09
16,504016.995,43.825,2012-10
17,795312.87,20.5425,2010-02
17,773098.5075000001,32.71,2010-03
17,832415.502,42.456,2010-04
17,839262.215,47.4175,2010-05
17,873536.6975,57.1275,2010-06
17,879880.9519999999,67.33399999999999,2010-07
17,785452.485,66.9425,2010-08
17,939850.6375,57.765,2010-09
17,834455.532,50.660000000000004,2010-10
17,865398.945,33.55,2010-11
17,976702.216,25.322,2010-12
17,833430.3899999999,17.895,2011-01
17,814508.4875,19.175,2011-02
17,788861.315,31.955,2011-03
17,860149.5280000002,40.18,2011-04
17,872314.44,49.4725,2011-05
17,897904.3975,55.445,2011-06
17,903857.0859999999,68.866,2011-07
17,825479.635,67.5325,2011-08
17,964824.7119999999,62.217999999999996,2011-09
17,903984.545,47.8125,2011-10
17,986460.355,32.7175,2011-11
17,1011181.774,22.118000000000002,2011-12
17,912619.04,26.2925,2012-01
17,878991.9075,27.665,2012-02
17,858754.244,37.594,2012-03
17,977468.6425,49.415,2012-04
17,956979.84,53.545,2012-05
17,970921.4,61.07000000000001,2012-06
17,964930.125,71.66,2012-07
17,872407.9039999999,70.834,2012-08
17,1059423.2575,59.4575,2012-09
17,943327.41,46.4325,2012-10
18,1153002.2675,28.5175,2010-02
18,1124687.595,43.1325,2010-03
18,1151402.5440000002,51.443999999999996,2010-04
18,1168194.0275,61.2325,2010-05
18,1212260.6675,68.59,2010-06
18,1131260.0440000002,75.874,2010-07
18,1151751.0150000001,71.6675,2010-08
18,1036855.505,67.0675,2010-09
18,1035345.0560000001,55.496,2010-10
18,1217583.6975,42.8225,2010-11
18,1426207.9959999998,28.878000000000004,2010-12
18,862956.245,22.545,2011-01
18,1069734.175,25.7075,2011-02
18,989109.4400000001,36.165,2011-03
18,1004951.3280000001,46.62,2011-04
18,1029606.23,58.699999999999996,2011-05
18,1081114.06,67.7575,2011-06
18,1011236.2220000001,73.952,2011-07
18,1002965.8674999999,71.9275,2011-08
18,807721.834,66.404,2011-09
18,1032032.575,54.0875,2011-10
18,1215429.9649999999,43.457499999999996,2011-11
18,1393279.792,38.454,2011-12
18,907630.8275,30.29,2012-01
18,1091308.6175,34.915,2012-02
18,1038870.462,44.188,2012-03
18,1046564.7075,50.715,2012-04
18,1061588.04,58.7225,2012-05
18,1092716.732,67.638,2012-06
18,1035270.5125000001,75.3925,2012-07
18,1066088.6060000001,72.046,2012-08
18,1004560.0475,63.692499999999995,2012-09
18,1085626.6975,54.675,2012-10
19,1483358.3225,25.77,2010-02
19,1430924.3925,38.697500000000005,2010-03
19,1490959.432,49.47,2010-04
19,1507534.5025,58.8625,2010-05
19,1459354.785,67.2675,2010-06
19,1455431.322,73.316,2010-07
19,1471839.83,71.3825,2010-08
19,1480026.48,65.03999999999999,2010-09
19,1387893.168,53.90599999999999,2010-10
19,1574144.01,42.23,2010-11
19,1856075.948,28.657999999999998,2010-12
19,1225633.4625,24.12,2011-01
19,1388835.4625,25.197499999999998,2011-02
19,1327389.295,34.6125,2011-03
19,1385896.338,43.3,2011-04
19,1406221.105,55.1575,2011-05
19,1446144.675,66.6725,2011-06
19,1399139.4679999999,73.75399999999999,2011-07
19,1427364.9825,71.31,2011-08
19,1434686.064,65.324,2011-09
19,1388024.965,53.375,2011-10
19,1592212.73,46.0375,2011-11
19,1787196.8240000003,38.132,2011-12
19,1241374.2725,31.1925,2012-01
19,1405499.67,33.4225,2012-02
19,1330007.302,44.274,2012-03
19,1384455.16,45.575,2012-04
19,1425089.51,58.1725,2012-05
19,1425824.3120000002,68.462,2012-06
19,1361362.535,74.96000000000001,2012-07
19,1442701.234,71.24,2012-08
19,1386149.635,63.6775,2012-09
19,1351011.4775,54.519999999999996,2012-10
20,2142561.77,26.4475,2010-02
20,1994194.985,43.345,2010-03
20,2039378.3399999999,55.386,2010-04
20,2032533.9625,63.5,2010-05
20,2092287.1600000001,71.9075,2010-06
20,2027849.454,75.422,2010-07
20,1975735.99,74.1,2010-08
20,1968640.9075,68.7925,2010-09
20,1946111.2280000001,55.965999999999994,2010-10
20,2322193.7175000003,44.425,2010-11
20,2710758.328,27.566000000000003,2010-12
20,1817672.075,25.615000000000002,2011-01
20,2189938.9925,32.5275,2011-02
20,1972684.3074999999,41.6225,2011-03
20,2041621.162,50.010000000000005,2011-04
20,2006359.05,60.95,2011-05
20,2083331.58,71.49000000000001,2011-06
20,2005234.9420000003,75.118,2011-07
20,2041298.79,73.18,2011-08
20,2001049.1920000003,65.83399999999999,2011-09
20,2078938.4725,54.5025,2011-10
20,2407562.38,46.7075,2011-11
20,2641266.658,40.332,2011-12
20,1882501.2574999998,34.0125,2012-01
20,2255341.0475,36.075,2012-02
20,2084047.7140000002,50.495999999999995,2012-03
20,2095396.9375,50.8725,2012-04
20,2121454.815,64.24000000000001,2012-05
20,2131358.062,71.57000000000001,2012-06
20,2093616.2025000001,77.0275,2012-07
20,2070329.0620000002,72.126,2012-08
20,2041354.215,65.1975,2012-09
20,2110094.3225,56.0675,2012-10
21,806198.9525,40.47,2010-02
21,718331.185,53.0125,2010-03
21,724037.062,65.774,2010-04
21,744276.3200000001,74.7825,2010-05
21,786317.7675000001,84.845,2010-06
21,732589.2860000001,84.066,2010-07
21,809406.0549999999,88.9325,2010-08
21,689464.3825000001,81.4225,2010-09
21,698715.006,68.576,2010-10
21,864400.66,58.5825,2010-11
21,1036164.042,48.778,2010-12
21,648440.3025,41.285,2011-01
21,755285.63,48.019999999999996,2011-02
21,776759.485,61.95,2011-03
21,765956.4140000001,67.394,2011-04
21,740590.35,70.5325,2011-05
21,790698.97,85.44749999999999,2011-06
21,756541.492,89.922,2011-07
21,809305.5725,92.17999999999999,2011-08
21,669391.412,81.204,2011-09
21,700669.99,68.0125,2011-10
21,870251.4325,58.535,2011-11
21,981486.084,46.483999999999995,2011-12
21,633450.005,49.025,2012-01
21,758285.2025,50.5475,2012-02
21,748273.37,62.136,2012-03
21,735241.0275,68.5575,2012-04
21,692759.065,75.895,2012-05
21,716519.196,82.01,2012-06
21,682533.855,85.0275,2012-07
21,742378.574,85.598,2012-08
21,646392.7575000001,79.105,2012-09
21,655345.84,67.7075,2012-10
22,985954.4275,30.11,2010-02
22,988652.205,43.71,2010-03
22,1031751.652,51.032,2010-04
22,1027569.225,60.1075,2010-05
22,1076162.795,69.0,2010-06
22,1029240.76,76.332,2010-07
22,1025472.4924999999,72.83,2010-08
22,954943.875,68.02,2010-09
22,972441.008,57.766,2010-10
22,1150246.375,45.4975,2010-11
22,1372421.546,31.312,2010-12
22,833965.0975,26.1825,2011-01
22,960619.4,30.212500000000002,2011-02
22,950473.9725,39.2725,2011-03
22,1001621.5599999999,46.86,2011-04
22,1006377.7424999999,58.1225,2011-05
22,1060269.305,68.03,2011-06
22,993227.678,74.666,2011-07
22,1032458.095,73.38499999999999,2011-08
22,941553.3720000001,67.704,2011-09
22,1004673.2224999999,56.92,2011-10
22,1175438.2025000001,46.8775,2011-11
22,1355119.7459999998,41.936,2011-12
22,858570.61,34.6125,2012-01
22,977661.0449999999,37.8775,2012-02
22,978263.6,45.266,2012-03
22,1014872.6775,51.625,2012-04
22,1009215.335,57.94,2012-05
22,1078308.402,67.976,2012-06
22,996712.0249999999,75.8275,2012-07
22,1009104.2980000001,73.4,2012-08
22,953192.53,66.3175,2012-09
22,1021594.46,57.2825,2012-10
23,1315977.8375,23.345,2010-02
23,1314742.2525,37.705,2010-03
23,1336864.7280000001,46.688,2010-04
23,1391797.5525,58.3925,2010-05
23,1469195.345,63.3525,2010-06
23,1406636.2140000002,71.154,2010-07
23,1446970.8625,67.34,2010-08
23,1234037.5775000001,62.2925,2010-09
23,1137989.196,50.048,2010-10
23,1494688.27,37.2,2010-11
23,1926403.166,23.896,2010-12
23,1083288.5625,18.125,2011-01
23,1246528.425,19.905,2011-02
23,1173884.07,29.105,2011-03
23,1263177.216,41.102,2011-04
23,1328599.6825,56.2825,2011-05
23,1478436.76,64.325,2011-06
23,1382885.52,70.332,2011-07
23,1471994.8875,68.38,2011-08
23,1341119.084,62.758,2011-09
23,1392376.22,50.12,2011-10
23,1567017.15,40.9825,2011-11
23,1873824.332,32.618,2011-12
23,1091645.6025,23.455,2012-01
23,1314702.925,28.61,2012-02
23,1284812.094,38.948,2012-03
23,1350504.1,45.1025,2012-04
